Affiliation No.,Company,Last Name,Address,State,Phone,Email,Website,Affiliated upto,Type of School,Description
1930976,Mangalam Vidhyashram,Principal Dr. V Ravi,"359/E,Victory Avenue, Thirumullaivoyal, Chennai - 600 062. ,600062",Tamil Nadu,",044-26360529,26372112",victoryvenkateswara@gmail.com,,3/31/2022,Middle Class,1930976 Affiliation No Middle Class
1930336,Marg Navajyothi Vidyalaya,Principal Glory Bai Stephen,"Marg Swarnabhoomi Sez, Ecr Road, Vellore Village, Seekanankuppam Panchayat, Cheyyur Taluk, Kanchipuram District ,603305",Tamil Nadu,"044 ,27538008",glorybai@marggroup.com,www.margnavajyothividyalaya.com,3/31/2022,Senior Secondary,1930336 Affiliation No Senior Secondary
1930567,Mary Matha Cmi Public School,Principal Sebastian Elanjickal Cmi,"Cmi Centre, Madurai Road, Theni ,625531",Tamil Nadu,"4546 ,255481",selanjickal@gmail.com,www.marymathacmipublicschool.org,3/31/2022,Secondary School,1930567 Affiliation No Secondary School
1930175,Mathakondapalli Model School,Principal Chandrika K,"Mathakondapalli Po Hosur Via Dharmapuri Distt Tamil Nadu ,635114",Tamil Nadu,"4347 ,229700",principal2@ricemms.com,www.ricemms.com,3/31/2021,Senior Secondary,1930175 Affiliation No Senior Secondary
1930165,Mayfield Residential School,Principal Gowthaman T,"Chithalapakkam Near Medavakkam Chennai ,600073",Tamil Nadu,"044 ,22770129",bstrust1992@gmail.com,,3/31/2020,Secondary School,1930165 Affiliation No Secondary School
1930370,Meenakshi Ammal Global School,Principal S Santhi,"Perunkozhi Village, Malliyankaranai X Road, Uthirameur 603 406. ,603406",Tamil Nadu,"044 ,27272778",sandhibalaji@gmail.com,www.mags.edu.in,3/31/2021,Secondary School,1930370 Affiliation No Secondary School
1930726,Meenakshi Ramasamy Vidhyalaya,Principal Mrs.Roshini Santhakumar,"M.R Kalvi Nagar, Thathanur ,621804",Tamil Nadu,",04331245800,",mrvcbse@gmail.com,http://www.mrvidhyalaya.com,3/31/2021,Senior Secondary,1930726 Affiliation No Senior Secondary
1930675,Minerva Public School,Principal Mr.L.Kannan,"Minerva Public School, Mangulam, Ramasamy Nagar Post, Aruppukottai 626 - 105, Virudhunagar Dist. ,626105",Tamil Nadu,",04566329936",minervacbse@gmail.com,,3/31/2019,Secondary School,1930675 Affiliation No Secondary School
1930945,Mit Bodhi Vidhyalaya,Principal Mrs. Jayalatha,"Annai Nagar, M.Pudupatti ( Post ) Musiri, Trichy Dist. ,621211",Tamil Nadu,",043626294333",mitbodhi2017@gmail.com,,3/31/2021,Secondary School,1930945 Affiliation No Secondary School
1930031,Modern Seni Sec School,Principal Dr K Mohana,"A G S Officer Colony Nanganallur Chennai Tamil Nadu ,600061",Tamil Nadu,"044 ,22240110",mohanavasan@yahoo.com,www.moderncbsechennai.com,3/31/2020,Senior Secondary,1930031 Affiliation No Senior Secondary
1930205,Montfort School,Principal Bro S Soosairaj,"Balaji Nagar Kattur Po Tiruverambur Tiruchirapali Tamil Nadu ,686018",Tamil Nadu,"0431 ,2534049",raj1961s@gmail.com,www.montforttrichy.com,3/31/2022,Senior Secondary,1930205 Affiliation No Senior Secondary
1930807,Montfort School,Principal Gomas Arockiaraj J,"Montfort School (Cbse), Sundaranadappu, Madakottai Vilakku, Kandani Post, Sivagangai, Sivagangai Dist ,630562",Tamil Nadu,"00 ,9597866066",gomasar@gmail.com,www.montfortsvg.com,3/31/2020,Secondary School,1930807 Affiliation No Secondary School
1931064,Montfort School,Principal Mr. Antonysamy A,"Montfort School Theresapuram Pondur Sriperumbudur ,602105",Tamil Nadu,",8754217266",montfortcbsepondur@gmail.com,,3/31/2022,Secondary School,1931064 Affiliation No Secondary School
1930625,Montfort School,Principal Mr. Stephen Xavier,"Dhasappagoundan Pudur Periyakodivery Village, Gobichetiipalayam Taluk Erode Tn ,638503",Tamil Nadu,"4285 ,04285-233344,",montfortdgpudur@gmail.com,www.montfortcbsedgpudur.org,3/31/2022,Senior Secondary,1930625 Affiliation No Senior Secondary
1930143,Morning Star Hr Sec School,Principal Binoy K Francis,"Gudalur Nilgiris Dist. ,643212",Tamil Nadu,"4262 ,261028",mathewk1f@gmail.com,www.morningstargudalur.org,3/31/2021,Secondary School,1930143 Affiliation No Secondary School
1930527,Mount Litera Zee School,Principal Mrs. Mabeen Helen Hemalatha,"77/1A, Mm Nagar, Vayalur Road, Uyyakondan Thirumalai ,620102",Tamil Nadu,"0431 ,04316459999,04316055558",zeeschooltrichy@gmail.com,www.mlzstrichy.edu.in,3/31/2021,Senior Secondary,1930527 Affiliation No Senior Secondary
1930813,Mount Litera Zee School,Principal Anthuvan Gabriel,"749 Virudhunagar Sivakasi Main Road Thiruthangal Post Sivakasi ,626130",Tamil Nadu,"4562 ,9843424114",principalzeesivakasi@gmail.com,,3/31/2020,Secondary School,1930813 Affiliation No Secondary School
1930565,Mount Litera Zee School,Principal Mr. V.Venkiteswaran,"Sf:94 Near Vgp Mangalapuri Layout , Poomalur(P.O), Mangalam(Via), Palladam Taluk, Tirupur ,641663",Tamil Nadu,"0421 ,0421-2345601",mlzstirupur@gmail.com,http://mountliteratirupur.in/,3/31/2022,Senior Secondary,1930565 Affiliation No Senior Secondary
1930780,Mount Litera Zee School,Principal Mrs.Starlet.S.Vincent,"Selvam Campus, Melmayil Road, Thuthithangal Village, Vaduganthangal ,632201",Tamil Nadu,",04171246500",mlzsvellore@gmail.com,http://www.zeeschoolvellore.in,3/31/2020,Secondary School,1930780 Affiliation No Secondary School
1930896,Mount Litera Zee School,Principal Mr. K Sekar,"58/3, Vandipalayam,(Way To Rto), Cuddalore ,607004",Tamil Nadu,",04142-224200",principal.mlzscuddalore@gmail.com,http://www.mlzscuddalore.in,3/31/2021,Secondary School,1930896 Affiliation No Secondary School
1930787,Mount Litera Zee School Mylaudy,Principal Mrs. Deepa Selvi S,"Thillai Avenue, Koondupalam North ,629403",Tamil Nadu,"4652 ,04652267390",mlzsmylaudy.principal@gmail.com,www.mountliteramylaudy.in,3/31/2022,Senior Secondary,1930787 Affiliation No Senior Secondary
1930731,Mount Litera Zee School Paramakudi,Principal Uma Maheshwari,"Vill:Kamuthakkudi Taluk: Paramakudi District : Ramanathapuram State: Tamilnadu ,623608",Tamil Nadu,"4564 ,206666",principal.mlzsparamakudi@gmail.com,www.mountliterazeeschoolparamakudi.com,3/31/2020,Secondary School,1930731 Affiliation No Secondary School
1931044,Mount Litera Zee School Sivagangai,"Principal Mr. B.R,Rameshbabu","1181, Sri Meenakshi Nagar, Kandangipatti Panchayat ,630562",Tamil Nadu,",04575243123",chairman.mlzs@gmail.com,,3/31/2022,Secondary School,1931044 Affiliation No Secondary School
1930605,"Mount Litera Zee School, Madurai",Principal P N Sassi,"1/132, Nagari -Sholavandan Road, Rayapuram, Madurai, Tamil Nadu -625 234 ,625234",Tamil Nadu,"4543 ,260102",principal.mlzsmadurai@gmail.com,sarasavani.in,3/31/2020,Secondary School,1930605 Affiliation No Secondary School
1930793,Mount Litera Zee School-Neyyoor,Principal Shakila Mathew,"Lahai Educations, 7-10-D,Venis Nagar,Mylode, Neyyoor Post. ,629802",Tamil Nadu,"4651 ,223794",principal.mlzsnyr@gmail.com,www.lahaimountliterazeeschool.com,3/31/2020,Secondary School,1930793 Affiliation No Secondary School
1931039,Mount Park Public School,Principal Mrs. Sujatha D,"Tirukovilur Main Raod Vadathirasalour Thiyagadurgam, Kallkurichi ,606206",Tamil Nadu,",041512525253",mountparkpublic@gmail.com,,3/31/2022,Senior Secondary,1931039 Affiliation No Senior Secondary
1930999,Mount Zion Academy,Principal Mrs. Linny Norris,"Near Menatchipuram, Genguvarpatti ,625203",Tamil Nadu,",04543-265567",mzacademybtl@gmail.com,,3/31/2022,Secondary School,1930999 Affiliation No Secondary School
1930539,Mount Zion International School,Principal Jalajakumari,"Lena Vilakku, Pilivilam (Post), Thirumayam (Tk), Pudukkottai ,622507",Tamil Nadu,"0432 ,261472",cbseprincipal@mountzionschools.com,www.mountzionschools.com,3/31/2020,Senior Secondary,1930539 Affiliation No Senior Secondary
1930894,Mrm International School,Principal Mrs. Daisy Rathina Nightingale.V,"Mrm Nagar, Sivapuram, ,622422",Tamil Nadu,",04333246246",mrmintcbsescl@gmail.com,http://www.mrmcbse.com,3/31/2021,Secondary School,1930894 Affiliation No Secondary School
1930928,Mrs Public School,Principal Miss M. Meena,"Transport Nagar G.D Road Kollapalur Gobichettipalayam Taluk Erode District 638456 ,638456",Tamil Nadu,",04285255600",mrspublicschool456@gmail.com,,3/31/2021,Secondary School,1930928 Affiliation No Secondary School
1930553,Mukundha International School,Principal Savio Louis,"Dpc Campus, Chettiyarkadai Bus Stop, Pagalpatti (Po) ,636304",Tamil Nadu,"0427 ,2385238",mukundhaprincipal@gmail.com,www.mischool.in,3/31/2022,Secondary School,1930553 Affiliation No Secondary School
1930843,Muthamil Public School,Principal ,",627356",Tamil Nadu,",0462-2562222",muthamilpublicschool@gmail.com,http://www.muthamilpublicschool.edu.in,3/31/2021,Secondary School,1930843 Affiliation No Secondary School
1930164,N V K S Higher Secondary School,Principal A Sudha,"Attor Kanyakumari Distt. Tamil Nadu ,629191",Tamil Nadu,"4651 ,283125",nvkshss@gmail.com,nvkshss.in,3/31/2020,Senior Secondary,1930164 Affiliation No Senior Secondary
1930443,N.S.N. Memorial School,Principal Mr.Jayalalitha Ramanan,"Thirumurugan Salai ,Thirumurugan Nagar, Chitlapakkam ,600064",Tamil Nadu,"044 ,044-22235829,",nsnmemorial@gmail.com,http://www.nsnschool.edu.in/,3/31/2021,Senior Secondary,1930443 Affiliation No Senior Secondary
1930331,Naahar Public School,Principal Maximas H Rose,"Nh 45, Chennai Main Road, Ayyur Agaram, ,605601",Tamil Nadu,"4146 ,232074",principal@naaharpublicschool.com,www.naaharpublicschool.com,3/31/2022,Senior Secondary,1930331 Affiliation No Senior Secondary
1930878,Naalanda Public School,Principal Dr. V.Gugaramanan,"Cheyyar-Arcot Road Booderipullavakam Vembakkam-T.K Thiruvannamalai Dt ,604407",Tamil Nadu,",9865843268",naalandapublicschool1234@gmail.com,www.naalandapublicschool.com,3/31/2021,Secondary School,1930878 Affiliation No Secondary School
1930224,Nag Vidyashram School,Principal Mr.E.Benny,"Sumaithangi, Vellore Dist, Tamilnadu ,632508",Tamil Nadu,"4177 ,245496",nagsrsecschool@gmail.com,www.nag-schools.com,3/31/2020,Senior Secondary,1930224 Affiliation No Senior Secondary
1930360,Nairs Vidhya Mandhir,Principal Ezakiel S D,"No: 1 , Ammansnagar Ii ,Nggocolony ,641022",Tamil Nadu,"0422 ,2642277",info@nairsce.org,www.nairsvidhyamandhir.org,3/31/2020,Secondary School,1930360 Affiliation No Secondary School
1930410,Nalanda International Public School,Principal Mr.Venkatachalam.B.S,"Kelamangalam Main Road, Achettipali Post,Hosur. ,635109",Tamil Nadu,"4344 ,04344640641,",hsr.nips@gmail.com,www.nalandanipshosur.edu.in,3/31/2021,Senior Secondary,1930410 Affiliation No Senior Secondary
1930257,Nalanda International Public School,Principal Uma A E,"Periyamottur,Kanagamuttlu(Po),Krishnagiri ,635001",Tamil Nadu,"4343 ,646201",nips.admin@gmail.com,www.nalandanips.com,3/31/2021,Senior Secondary,1930257 Affiliation No Senior Secondary
1931055,Namma Ooru Global Schools,Principal Mrs. Padmashri Rajagopalan,"Madurai Main Road, Gangaikondan Village, Tirunelveli Taluk, ,627352",Tamil Nadu,",7349712345",info@nammaooruglobalschools.in,,3/31/2022,Secondary School,1931055 Affiliation No Secondary School
1930664,Nandha Central City School,Principal Mr. A G Prakash,"Ward No:21, Thirumal Nagar, New Teachers Colony, Erode City Corporation, Erode ,638011",Tamil Nadu,"0424 ,04242224535",nandhacentralcityschool@gmail.com,www.nandhacityschool.org,3/31/2021,Senior Secondary,1930664 Affiliation No Senior Secondary
1930301,Nandha Central School,Principal Kalaivani D,"Koorapalayam Pirivu, Pitchandam Palayam (Po), Perundurai (Tk), Erode(District). ,638052",Tamil Nadu,"0429 ,9659053555",principal@nandhacentralschool.org,www.nandhacentralschool.org,3/31/2022,Senior Secondary,1930301 Affiliation No Senior Secondary
1930874,Nanjil Catholic School,Principal Mrs.Stella Bai D,"Vazhuthalampallam ,629159",Tamil Nadu,",04651 207055",nanjilcbseschool@gmail.com,,3/31/2021,Secondary School,1930874 Affiliation No Secondary School
1930671,Narayana E Techno School,Principal Mrs. Mr.Lakshmi Samyuktha,"New No 180 No 90, Pallavaram, Chennai - 600043,Zameen Pallavaram ,600043",Tamil Nadu,"044 ,04435352201,",sureshm@narayanagroup.com,http://www.narayanaschools.in/,3/31/2022,Senior Secondary,1930671 Affiliation No Senior Secondary
1930690,Narayana E Techno School,Principal Mrs. Mrs.Sapna Sankhla,"No.152 Ponamallee High Road, Vellappanchavadi. ,600077",Tamil Nadu,"044 ,04435352204,",sureshm@narayanagroup.com,http://www.narayanaschools.in/,3/31/2021,Senior Secondary,1930690 Affiliation No Senior Secondary
1930672,Narayana E-Techno School,Principal Usha Venkatesh,"551 Ph Road, Near Shan Royal Hotel, Arumbakkam ,600106",Tamil Nadu,"044 ,45512206",cheab.etechno@narayanagroup.com,http://www.narayanaschools.in/,3/31/2020,Secondary School,1930672 Affiliation No Secondary School
1930763,Narayana E-Techno School,Principal Mrs. Susan Sowmyapriyanka,"No.1, 1St Street, Kamadhenu Nagar, Mogappair East, Chennai-600037. ,600037",Tamil Nadu,",04443585442",sureshm@narayanagroup.com,http://www.narayanaschools.in,3/31/2022,Senior Secondary,1930763 Affiliation No Senior Secondary
1930653,Narayana E-Techno School,Principal Sapna Sankala,"Chennai Tn 600041 ,600041",Tamil Nadu,"044 ,42872206",cheecr.etechno@narayanagroup.com,http://www.narayanaschools.in/,3/31/2020,Secondary School,1930653 Affiliation No Secondary School
1930889,Narayana E-Techno School,Principal Mrs.Fathima,"Plot No:R-96,S.No:100/3B1,Muthamizh Nagar,Kodungaiyur-Ph-2 ,600118",Tamil Nadu,",044-42612204",sureshm@narayanagroup.com,http://www.narayanaschools.in,3/31/2021,Secondary School,1930889 Affiliation No Secondary School
1930895,Narayana E-Techno School,Principal Mrs. Gayathri.R,"No:66/67,Basin Bridge Road, Chennai ,600021",Tamil Nadu,",044-42612204",sureshm@narayanagroup.com,http://www.narayanagroup.com,3/31/2021,Secondary School,1930895 Affiliation No Secondary School
1930981,Narayana E-Techno School,Principal Mr.P.Masthan,"S.No:5/1,Kkp Salai,Raghavendra Nagar,Ramapuram ,600089",Tamil Nadu,",044-45532208",pushpalathak@narayanagroup.com,http://www.narayanaschools.in,3/31/2022,Secondary School,1930981 Affiliation No Secondary School
1930985,Narayana E-Techno School,Principal Mrs. Aliya Syed,"No.53 Ms Nagar, Madhananthapuram, Kundrathur Road, Chennai - 600116 ,600116",Tamil Nadu,",04442612204",sureshm@narayanagroup.com,http://www.narayanaschools.in,3/31/2021,Secondary School,1930985 Affiliation No Secondary School
1930772,Narayana Etechno School,Principal Mr. Balaji Sing K,"No.240-D, ‘B’ Block, Samy Ramalinga Colony,3Rd Cross Road, Ponniamman Medu, Chennai- 110 (Near Kolathur Vazhathoppu.) ,600110",Tamil Nadu,",04442612204",sureshm@narayanagroup.com,http://www.narayanaschools.in,3/31/2022,Senior Secondary,1930772 Affiliation No Senior Secondary
1930779,Narayana Etechno School,Principal Mrs. Radhika Radhakrishnan,"No.51, New Kumaran Nagar Road, Sozhinganallur, Chennai - 600119. (Behind Pushkar Ramaniyam Apartments.) ,600119",Tamil Nadu,",04449579823,",sureshm@narayanagroup.com,http://www.narayanaschools.in/,3/31/2022,Senior Secondary,1930779 Affiliation No Senior Secondary
1930974,Narayana Olympiad School,Principal Mrs. Radhika Radhakrishnan,"7/2, Conron Smith Road, Gopalapuram, Chennai, Tamil Nadu 600086 ,600086",Tamil Nadu,",044-42612204",sureshm@narayanagroup.com,http://www.narayanagroup.com,3/31/2022,Secondary School,1930974 Affiliation No Secondary School
1930920,Narayana Olympiad School,Principal Mr.Raghavendhra,"No. 220 / 6 Om Shakthi Nagar, Chettiar Agaram, Vanagaram Village, Porur, Chennai 116. ,600116",Tamil Nadu,",04442612204",pushpalathak@narayanagroup.com,http://www.narayanaschools.in,3/31/2021,Secondary School,1930920 Affiliation No Secondary School
1930399,Narayanapillai Memorial Vidya Kendra,Principal Velayutha Perumal,"Chitharal & Post, Kanyakumari District, Tamilnadu ,629151",Tamil Nadu,"4651 ,287039",manjuvsnair@gmail.com,www.nmvidyakendra.com,3/31/2020,Senior Secondary,1930399 Affiliation No Senior Secondary
1930811,Nathella Vidhyodaya,Principal Sulochana G,"Nsc Street, Venkatapuram, ,600053",Tamil Nadu,"044 ,26862810",principal@nathellavidhyodaya.com,www.nathellavidhyodaya.com,3/31/2020,Secondary School,1930811 Affiliation No Secondary School
1930267,National Model Secondary School,Principal Geetha D,"Kalloi Nagar, Peelamedu, Coimbate, Tamilnadu ,641004",Tamil Nadu,"0422 ,2575544",principal@nationalmodel.in,www.nationalmodel.in,3/31/2020,Senior Secondary,1930267 Affiliation No Senior Secondary
1930261,National Public School,Principal Victor Premkumar J,"Veepanatham, Vagurampatty, Vasantha Puram (Po), Trichy Road, Namakkal. ,637002",Tamil Nadu,"4286 ,645680",npsprincipal.nkl@gmail.com,www.npsnamakkal.com,3/31/2021,Senior Secondary,1930261 Affiliation No Senior Secondary
1930006,National Public School,Principal Maya Sivaramakrishnan,"228 Avvai Shanmugam Road Gopalapuram Chennai Tamil Nadu ,600086",Tamil Nadu,"044 ,28351973",mayashiv@hotmail.com,www.npschennai.com,3/31/2024,Senior Secondary,1930006 Affiliation No Senior Secondary
1930127,National Vidyalaya,Principal Dr.R.Kalaiyazhagan,"Melacauveri P.O Chennai Road Kumbakonam Tamil Nadu ,612002",Tamil Nadu,"0435 ,2443747,2443735",nationalvidyalaya@yahoo.in,www.nationalvidyalayakumbakonam.org,3/31/2021,Senior Secondary,1930127 Affiliation No Senior Secondary
1930932,Nava Bharath International School,Principal Mr. C.Samson,"Sathy Main Road, Allikulam, Annur, Coimbatore - 641653 ,641653",Tamil Nadu,",04254265490",info@navabharathinternational.net,http://www.navabharath.net,3/31/2022,Secondary School,1930932 Affiliation No Secondary School
1930239,Nava Bharath National School,Principal Martin P S,"Sathy Main Road, Annur, Coimbatore Dist, Tamil Nadu, South India - 641653 ,641653",Tamil Nadu,"4254 ,265011",PRINCIPAL@NAVABHARATH.NET,WWW.NAVABHARATH.NET,3/31/2020,Senior Secondary,1930239 Affiliation No Senior Secondary
1930409,Nava Bharath Vidyalaya,Principal B Aruna,"Edangimangalam Vellanur,Poovalur(So),Lalgudi(Tk), Trichy(Dt),Tamil Nadu. ,621712",Tamil Nadu,"0431 ,4010468",nbvvellanur11@yahoo.com,http://nbvvellanur-com.webnode.com//,3/31/2020,Senior Secondary,1930409 Affiliation No Senior Secondary
1980005,Navy Childern School,Principal Mrs. Payal Swarup,"Ins Rajali Arakkonam Tamil Nadu ,631006",Tamil Nadu,"03192 ,22740-9",npspb@yahoo.co.in,,3/31/2020,Secondary School,1980005 Affiliation No Secondary School
1930461,Nehruji Central Higher Secondary School,Principal Dr P Ankayarkanni,"10/3 Sivagangai Melur Main Road, Idayamelur, Sivagangai District ,630561",Tamil Nadu,"4575 ,237261",ankayarkannip@gmail.com,www.nchsschool.in,3/31/2024,Senior Secondary,1930461 Affiliation No Senior Secondary
1930215,New Creation Bilingual School,Principal S. Vengadesan,"New Creation Auroville 605101 Tamil Nadu ,605101",Tamil Nadu,",4132622358",ncbs@auroville.org.in,http://www.auroville.org,3/31/2021,Secondary School,1930215 Affiliation No Secondary School
1980010,New Era Secondary School,Principal Mr K. Anbu,"Aspiration, Auroville 605101 ,",Tamil Nadu,",",rodhemsell@yahoo.com,,3/31/2016,Senior Secondary,1980010 Affiliation No Senior Secondary
1930858,New Prince Shri Bhavani Vidyashram,Principal Mrs. N. Amudha,"No. 18, South Sector, 2Nd Street, Adambakkam, Chennai – 600 088 ,600088",Tamil Nadu,",04422603162",npsbvadm@gmail.com,,3/31/2021,Secondary School,1930858 Affiliation No Secondary School
1930532,New Prince Shri Bhavani Vidyashram,Principal Veena Ilango,"No.27, Sabapathy Street, Ullagaram, Chennai ,600091",Tamil Nadu,"044 ,22420292",veenailango@gmail.com,npsb.edu.in,3/31/2021,Senior Secondary,1930532 Affiliation No Senior Secondary
1931053,Nms Vijayalakshmi Sanjeevimalayan Kalviyagam,Principal Mrs. Indira Devi,"Madurai Theni Road, Nagamalai - Puthukottai, Tamil Nadu ,625019",Tamil Nadu,",045222456440",correspondentnms@gmail.com,,3/31/2022,Secondary School,1931053 Affiliation No Secondary School
1930314,Notredame Of Holycross School,Principal Antony Raj,"Gundukallur, Udayapatti P.O. ,636140",Tamil Nadu,"0427 ,2241800",antony.raj6@gmail.com,WWW.notredamehcs.org,3/31/2022,Senior Secondary,1930314 Affiliation No Senior Secondary
1930939,Nr Public School,Principal Mrs. Sheela.D,"Nr Public School [Cbse] Sf.No.653/4B -12, Cholangkurichi - Road, Udayarpalayam -Post & Taluk, Ariyalur - District, Tamil Nadu. Pin: 621 804 ,621804",Tamil Nadu,",04331253535",nrpublicschoolcbse@gmail.com,http://www.nrpublicschool.net,3/31/2021,Secondary School,1930939 Affiliation No Secondary School
1931015,Ntr International School,Principal Mrs. S.Vijayalakshmi,"Sy.No.: 47/3&6, Bukkasagaram(Village & Post), Shoolagiri(Tk). ,635109",Tamil Nadu,",9444083339",ntrcbse@gmail.com,,3/31/2022,Secondary School,1931015 Affiliation No Secondary School
1930474,Om Sadhana Central School,Principal Mrs.Paramakalyani P N,"T.P.M. Nagar, Theni Main Road, Virattipathu Madurai ,625016",Tamil Nadu,"0452 ,0452 4219799,",omsadhanacentralschool@gmail.com,www.omsadhanacentralschool.org,3/31/2021,Senior Secondary,1930474 Affiliation No Senior Secondary
1930125,Om Shanthi Higher Sec School,Principal Ilango,"Thandicombu Road Dindigul Tamil Nadu ,624008",Tamil Nadu,"0451 ,9629733479",msilango@gmail.com,www.omshanthischool.com,3/31/2020,Secondary School,1930125 Affiliation No Secondary School
1930655,"Open Arms Matriculation School,",Principal Mrs.Ethel J Stephens,"1/154, Innappasandra, Nallur Post, ,635103",Tamil Nadu,",04344-292650",etheljstephens@yahoo.co.in,,3/31/2020,Secondary School,1930655 Affiliation No Secondary School
1930913,Orange British Academy,Principal Mr. M. Prabu,"1/ 1A,1B, Orange Bodhi Campus, Chetpet Road, Vinnamangalam, Arni Taluk ,632316",Tamil Nadu,",9976530558",orangebritishacademy@gmail.com,,3/31/2021,Secondary School,1930913 Affiliation No Secondary School
1980002,Ordnance Clothing Factory School,Principal R B Mandal,"Avadi Chennai Tamil Nadu ,600054",Tamil Nadu,"044 ,6385080",jvsss@yahoo.com,,3/31/2021,Secondary School,1980002 Affiliation No Secondary School
1930412,Orison Academy,Principal Mrs.N.Shanthi,"669/2A, 669/6A, Madukkarai Road, Eachanari Post, Coimbatore Dist., Tamilnadu. ,641021",Tamil Nadu,"0422 ,0422 7708488875, 9789385249",orisonacademycbse@yahoo.in,www.orisonacademy.edu.in,3/31/2021,Senior Secondary,1930412 Affiliation No Senior Secondary
1930490,"Oxaliss International School,",Principal Thilagavathy M P,"Salem Chennai Main Road,Thatchur,Kallakurichi 606202. Villupuram-Dist. Tamilnadu-State. ,606202",Tamil Nadu,"4151 ,221388",thilagavathympf@gmail.com,www.bharathioxaliss.com,3/31/2019,Senior Secondary,1930490 Affiliation No Senior Secondary
1930500,Oxford English School,Principal Sekar K,"Mutlur Bypass Road, Thillainayagapuram, Near Vandigate, Chidambaram,Cuddalore District, Tamil Nadu, South India, India Pincode: 608001 ,608001",Tamil Nadu,"0 ,7373030417",oxfordescdm@gmail.com,www.oxfordenglishschool.info,3/31/2020,Senior Secondary,1930500 Affiliation No Senior Secondary
1930689,Oxford Public School,Principal Mrs. L Kothai Nayaki,"Nsk Nagar, Kosavanpalayam, Thiruninravur ,602024",Tamil Nadu,"044 ,044-26340004",oxfordpublicschool.tnr@gmail.com,www.oxfordschools.in,3/31/2022,Senior Secondary,1930689 Affiliation No Senior Secondary
1930201,P S B B Millenium School,Principal Bhawani Bhaskar,"No 9 Gst Road St Thomas Mourt Gunidy Chennai Tamil Nadu ,600016",Tamil Nadu,"044 ,23821310",principal@psbbmillenniumschool.org,www.psbbmillenniumschool.org,3/31/2023,Senior Secondary,1930201 Affiliation No Senior Secondary
1930023,P S B B Senior Secondary School,Principal Vasanthi S,"No.7 Lake Area First Main Road Nungambakkam Chennai Tamil Nadu ,600034",Tamil Nadu,"044 ,28172459",principalngm@psbbschools.ac.in,www.psbbschools.ac.in,3/31/2024,Senior Secondary,1930023 Affiliation No Senior Secondary
1930040,P S B B Senior Secondary School,Principal Geetha Govindarajan,"11 Alagirisamy Salai K K Nagar Chennai Tamil Nadu ,600078",Tamil Nadu,"044 ,23664251",principalkkn@psbbschools.ac.in,WWW.PSBBSCHOOLS.AC.IN,3/31/2025,Senior Secondary,1930040 Affiliation No Senior Secondary
1930080,P S Chidambara Nadar Sr English School,Principal Mrs. P. Shanthi,"Katchery Road Near Taluk Office Virudhunagar Virudhunagardist. Tamil Nadu ,626001",Tamil Nadu,"4562 ,245327,245427",principal@pscschool.in,www.pscschool.in,3/31/2022,Senior Secondary,1930080 Affiliation No Senior Secondary
1930032,P S Senior Secondary School,Principal Dr.Revathy Parameswaran,"15 Alarmelmangapuram Mylapore Chennai Tamil Nadu ,600004",Tamil Nadu,"044 ,24640656",lspsschool@gmail.com,www.pssenior.org,3/31/2024,Senior Secondary,1930032 Affiliation No Senior Secondary
1931011,P. A. International School,Principal Mrs. Anita Arasu,"Palladam Road, Pulliampatti, Pollachi ,642002",Tamil Nadu,",9385563995",paschool@paschool.org.in,,3/31/2022,Secondary School,1931011 Affiliation No Secondary School
1930550,P.S.Temple Green Vidyashram,Principal Dr Sundar J,"Mathur Village & Post Oragadam Kancheepuram District Pin 602105 ,602105",Tamil Nadu,"044 ,27172700",sundarjagalan@gmail.com,www.pstgv.com,3/31/2022,Secondary School,1930550 Affiliation No Secondary School
1930349,Paavai Vidhyashram,Principal C Satish,"Nh-7, Paavai Vidhya Nagar, Puduchatram, Namkkal, ,637018",Tamil Nadu,"4286 ,248958",mitrasatish@hotmail.com,www.school.paavai.edu.in,3/31/2022,Senior Secondary,1930349 Affiliation No Senior Secondary
1930522,Padma Seshadri Bala Bhavan School,Principal Malathy Santhanam,"L&T Eden Park Township, M.R.Radha Main Road, Pudupakkam&Siruseri Village.Chengapet Taluk, Kancheepuram District ,603103",Tamil Nadu,"91 ,8939814451",hmsrs@psbbschools.ac.in,www.psbbschools.ac.in,3/31/2020,Senior Secondary,1930522 Affiliation No Senior Secondary
1930739,Padmashree School,Principal Mr. K D Sabu,"Vanasakthi Nagar Extn., Kolathur ,600099",Tamil Nadu,"044 ,04426512511,",info@padmashreeschool.com,www.padmashreeschool.in,3/31/2022,Senior Secondary,1930739 Affiliation No Senior Secondary
1930504,Pandugudi Sri Lakshmi Narayana Vidyalaya,Principal Christella Sailas,"A.Valayapatti, Alagarkoil Road, Madurai ,625301",Tamil Nadu,"0452 ,2470244",pandugudividyalaya@gmail.com,www.pandugudividyalaya.org,3/31/2020,Senior Secondary,1930504 Affiliation No Senior Secondary
1930742,Pannai Public School,Principal Mrs. K.Parameswari,"Arockiasamy Nagar, Mullipadi (Po), Trichy Road, Dindigul-624005 ,624005",Tamil Nadu,"0451 ,9894533644",pannaipublicschool@gmail.com,www.pannaischool.com,3/31/2022,Senior Secondary,1930742 Affiliation No Senior Secondary
